Time(s),Lap,GPS_Update,GPS_Delay,Accuracy (m),Lat,Long,Altitude (m),Speed (MPH),Heading (deg),dX(m),dY(m),dZ(m),X(m),Y(m),Z(m),OBD_Update,Engine Speed (RPM) *OBD,"Accelerator Pedal (%) *OBD"""
8.01,0,1,0.16,2.5,39.7355217,-103.8923933,1532,12.2,256,-0.01,0.37,0.06,4.03,4.79,-1.12,0,1643,18.18
8.05,0,0,0.16,2.5,39.7355217,-103.8923933,1532,12.2,256,-0.03,0.27,0.05,4,5.06,-1.07,0,1643,18.18
8.1,0,0,0.16,2.5,39.7355217,-103.8923933,1532,12.2,256,-0.08,0.26,-0.03,3.92,5.32,-1.1,0,1643,18.18
8.15,0,0,0.16,2.5,39.7355217,-103.8923933,1532,12.2,256,-0.04,0.29,-0.01,3.88,5.61,-1.11,1,1689.25,19.19
8.17,0,1,0,2.5,39.7355167,-103.8924067,1531,12.2,252.9,-0.11,0.24,0,3.77,5.85,-1.11,0,1689.25,19.19
8.21,0,0,0,2.5,39.7355167,-103.8924067,1531,12.2,252.9,-0.09,0.23,0.03,3.68,6.08,-1.08,0,1689.25,19.19
8.28,0,0,0,2.5,39.7355167,-103.8924067,1531,12.2,252.9,-0.06,0.18,0.06,3.62,6.26,-1.02,0,1689.25,19.19
8.35,0,1,0,2.5,39.73551,-103.8924184,1531,12.2,249,-0.07,0.23,0,3.55,6.49,-1.02,1,1735.25,20.2
8.37,0,0,0,2.5,39.73551,-103.8924184,1531,12.2,249,-0.08,0.24,0.01,3.47,6.73,-1.01,0,1735.25,20.2
8.42,0,0,0,2.5,39.73551,-103.8924184,1531,12.2,249,-0.12,0.32,-0.08,3.35,7.05,-1.09,0,1735.25,20.2
8.47,0,1,0,2.5,39.7355033,-103.89243,1531,12.4,246.9,-0.07,0.28,0.02,3.28,7.33,-1.07,0,1735.25,20.2
8.52,0,0,0,2.5,39.7355033,-103.89243,1531,12.4,246.9,-0.1,0.21,0.03,3.18,7.54,-1.04,1,1772.75,24.24
8.59,0,0,0,2.5,39.7355033,-103.89243,1531,12.4,246.9,-0.12,0.22,-0.05,3.06,7.76,-1.09,0,1772.75,24.24
8.65,0,0,0,2.5,39.7355033,-103.89243,1531,12.4,246.9,-0.07,0.16,0.06,2.99,7.92,-1.03,0,1772.75,24.24
8.68,0,1,0.01,2.5,39.7354966,-103.8924417,1532,12.5,244.2,-0.12,0.23,0,2.87,8.15,-1.03,0,1772.75,24.24
8.73,0,0,0.01,2.5,39.7354966,-103.8924417,1532,12.5,244.2,-0.16,0.18,-0.06,2.71,8.33,-1.09,0,1772.75,24.24
8.78,0,0,0.01,2.5,39.7354966,-103.8924417,1532,12.5,244.2,-0.14,0.22,-0.02,2.57,8.55,-1.11,1,1854.5,32.32
8.85,0,0,0.01,2.5,39.7354966,-103.8924417,1532,12.5,244.2,-0.17,0.13,0.01,2.4,8.68,-1.1,0,1854.5,32.32
8.89,0,0,0.01,2.5,39.7354966,-103.8924417,1532,12.5,244.2,-0.14,0.2,-0.11,2.26,8.88,-1.21,0,1854.5,32.32
8.95,0,0,0.01,2.5,39.7354966,-103.8924417,1532,12.5,244.2,-0.23,0.18,-0.07,2.03,9.06,-1.28,1,1927.25,36.36
9.02,0,1,0.13,2.5,39.7354883,-103.89245,1532,12.7,241.6,-0.21,0.17,-0.02,1.82,9.23,-1.3,0,1927.25,36.36
9.05,0,0,0.13,2.5,39.7354883,-103.89245,1532,12.7,241.6,-0.2,0.19,0.01,1.62,9.42,-1.29,0,1927.25,36.36
9.11,0,0,0.13,2.5,39.7354883,-103.89245,1532,12.7,241.6,-0.2,0.18,0.02,1.42,9.6,-1.27,0,1927.25,36.36
9.12,0,1,0,2.5,39.7354783,-103.8924583,1532,12.8,238.8,-0.21,0.15,-0.02,1.21,9.75,-1.29,0,1927.25,36.36
9.18,0,0,0,2.5,39.7354783,-103.8924583,1532,12.8,238.8,-0.22,0.18,0.04,0.99,9.93,-1.25,0,1927.25,36.36
9.24,0,0,0,2.5,39.7354783,-103.8924583,1532,12.8,238.8,-0.18,0.19,0,0.81,10.12,-1.25,0,1927.25,36.36
9.28,0,1,0,2.5,39.7354666,-103.892465,1532,13,235.4,-0.16,0.18,-0.02,0.65,10.3,-1.27,1,2038.25,20.2
9.35,0,0,0,2.5,39.7354666,-103.892465,1532,13,235.4,-0.11,0.22,-0.01,0.54,10.52,-1.28,0,2038.25,20.2
9.39,0,0,0,2.5,39.7354666,-103.892465,1532,13,235.4,-0.1,0.18,-0.03,0.44,10.7,-1.31,0,2038.25,20.2
9.45,0,0,0,2.5,39.7354666,-103.892465,1532,13,235.4,-0.06,0.16,0,0.38,10.86,-1.31,0,2038.25,20.2
9.51,0,0,0,2.5,39.7354666,-103.892465,1532,13,235.4,-0.06,0.17,-0.03,0.32,11.03,-1.34,1,2133,12.12
9.51,0,1,0.03,2.5,39.7354567,-103.8924733,1532,13,232.4,-0.06,0.17,-0.03,0.26,11.2,-1.37,0,2133,12.12
9.55,0,0,0.03,2.5,39.7354567,-103.8924733,1532,13,232.4,-0.05,0.16,0,0.21,11.36,-1.37,0,2133,12.12
9.63,0,0,0.03,2.5,39.7354567,-103.8924733,1532,13,232.4,-0.03,0.14,0.01,0.18,11.5,-1.36,0,2133,12.12
9.68,0,0,0.03,2.5,39.7354567,-103.8924733,1532,13,232.4,-0.02,0.11,-0.01,0.16,11.61,-1.37,0,2133,12.12
9.72,0,1,0.01,2.5,39.735445,-103.8924817,1532,13.3,229.2,-0.03,0.11,-0.03,0.13,11.72,-1.4,0,2133,12.12
9.79,0,0,0.01,2.5,39.735445,-103.8924817,1532,13.3,229.2,-0.01,0.1,0.01,0.12,11.82,-1.39,1,2193.75,9.09
9.82,0,0,0.01,2.5,39.735445,-103.8924817,1532,13.3,229.2,-0.03,0.11,0,0.09,11.93,-1.39,0,2193.75,9.09
9.91,0,0,0.01,2.5,39.735445,-103.8924817,1532,13.3,229.2,-0.03,0.07,0.01,0.06,12,-1.38,0,2193.75,9.09
9.95,0,0,0.01,2.5,39.735445,-103.8924817,1532,13.3,229.2,-0.01,0.1,-0.02,0.05,12.1,-1.4,0,2193.75,9.09
9.98,0,0,0.01,2.5,39.735445,-103.8924817,1532,13.3,229.2,0,0.07,-0.02,0.05,12.17,-1.42,0,2193.75,9.09
9.98,0,1,0.06,2.5,39.735435,-103.8924866,1532,13.5,225.9,0,0.07,-0.02,0.05,12.24,-1.44,1,2210,7.07
10.02,0,0,0.06,2.5,39.735435,-103.8924866,1532,13.5,225.9,0.02,0.07,0.01,0.07,12.31,-1.43,0,2210,7.07
10.09,0,0,0.06,2.5,39.735435,-103.8924866,1532,13.5,225.9,0.01,0.13,-0.01,0.08,12.44,-1.44,0,2210,7.07
10.12,0,1,0,2.5,39.7354233,-103.89249,1532,13.6,222.6,0.04,0.08,0.03,0.12,12.52,-1.41,0,2210,7.07
10.16,0,0,0,2.5,39.7354233,-103.89249,1532,13.6,222.6,0.05,0.11,0,0.17,12.63,-1.41,1,2177.5,7.07
10.21,0,0,0,2.5,39.7354233,-103.89249,1532,13.6,222.6,0.05,0.04,0.03,0.22,12.67,-1.38,0,2177.5,7.07
10.28,0,0,0,2.5,39.7354233,-103.89249,1532,13.6,222.6,0.03,0.02,0,0.25,12.69,-1.38,0,2177.5,7.07
10.28,0,1,0,2.5,39.7354134,-103.892495,1532,13.8,219.6,0.03,0.02,0,0.28,12.71,-1.38,0,2177.5,7.07
10.32,0,0,0,2.5,39.7354134,-103.892495,1532,13.8,219.6,0.04,0.05,0.04,0.32,12.76,-1.34,0,2177.5,7.07
10.38,0,0,0,2.5,39.7354134,-103.892495,1532,13.8,219.6,0.04,0.03,0.02,0.36,12.79,-1.32,1,2207.5,7.07
10.44,0,0,0,2.5,39.7354134,-103.892495,1532,13.8,219.6,0.01,0.12,-0.05,0.37,12.91,-1.37,0,2207.5,7.07
10.49,0,0,0,2.5,39.7354134,-103.892495,1532,13.8,219.6,0.01,0.09,0.03,0.38,13,-1.34,0,2207.5,7.07
10.49,0,1,0.01,2.5,39.7354017,-103.8925,1531,14.2,215.7,0.01,0.09,0.03,0.39,13.09,-1.31,0,2207.5,7.07
10.54,0,0,0.01,2.5,39.7354017,-103.8925,1531,14.2,215.7,-0.04,0.08,0,0.35,13.17,-1.31,1,2211,6.06
10.61,0,0,0.01,2.5,39.7354017,-103.8925,1531,14.2,215.7,-0.01,0.02,-0.03,0.34,13.19,-1.34,0,2211,6.06
10.69,0,1,0,2.5,39.7353867,-103.8925034,1531,14.3,212.2,0.01,0.03,-0.03,0.35,13.22,-1.37,0,2211,6.06
10.73,0,0,0,2.5,39.7353867,-103.8925034,1531,14.3,212.2,-0.02,0.04,-0.04,0.33,13.26,-1.41,0,2211,6.06
10.78,0,0,0,2.5,39.7353867,-103.8925034,1531,14.3,212.2,-0.02,0.04,-0.04,0.31,13.3,-1.45,1,2170.25,5.05
10.81,0,0,0,2.5,39.7353867,-103.8925034,1531,14.3,212.2,0.03,0.08,0.01,0.34,13.38,-1.44,0,2170.25,5.05
10.89,0,0,0,2.5,39.7353867,-103.8925034,1531,14.3,212.2,0.03,0.09,0.02,0.37,13.47,-1.42,0,2170.25,5.05
10.93,0,0,0,2.5,39.7353867,-103.8925034,1531,14.3,212.2,0.01,0.08,-0.01,0.38,13.55,-1.43,0,2170.25,5.05
11.04,0,1,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,0.06,0.04,0.01,0.44,13.59,-1.42,0,2170.25,5.05
11.06,0,0,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,-0.01,0.02,-0.06,0.43,13.61,-1.48,1,2137,5.05
11.11,0,0,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,-0.01,0.01,-0.07,0.42,13.62,-1.55,0,2137,5.05
11.14,0,0,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,0,0.09,0.02,0.42,13.71,-1.53,0,2137,5.05
11.19,0,0,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,0.02,0.06,0,0.44,13.77,-1.53,0,2137,5.05
11.25,0,0,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,0,0.08,-0.09,0.44,13.85,-1.62,0,2137,5.05
11.3,0,0,0.15,2.5,39.7353733,-103.8925067,1531,14.5,209.2,0.06,0.11,-0.03,0.5,13.96,-1.65,1,2120.75,4.04
11.33,0,1,0,2.5,39.7353467,-103.8925133,1531,14.8,204.3,0.06,0.11,-0.03,0.56,14.07,-1.68,0,2120.75,4.04
11.38,0,0,0,2.5,39.7353467,-103.8925133,1531,14.8,204.3,0.06,0.08,-0.02,0.62,14.15,-1.7,0,2120.75,4.04
11.43,0,0,0,2.5,39.7353467,-103.8925133,1531,14.8,204.3,0.11,-0.07,0.01,0.73,14.08,-1.69,0,2120.75,4.04
11.48,0,0,0,2.5,39.7353467,-103.8925133,1531,14.8,204.3,0.14,0.1,0.04,0.87,14.18,-1.65,1,2074.25,4.04
11.48,0,1,0,2.5,39.73533,-103.892515,1532,15.2,201.9,0.14,0.1,0.04,1.01,14.28,-1.61,0,2074.25,4.04
11.55,0,0,0,2.5,39.73533,-103.892515,1532,15.2,201.9,0.12,0.02,0.02,1.13,14.3,-1.59,0,2074.25,4.04
11.61,0,0,0,2.5,39.73533,-103.892515,1532,15.2,201.9,0.11,0.08,0.01,1.24,14.38,-1.58,0,2074.25,4.04
11.65,0,0,0,2.5,39.73533,-103.892515,1532,15.2,201.9,0.07,0.04,0.06,1.31,14.42,-1.52,1,2061.5,4.04
11.73,0,1,0.04,2.5,39.735315,-103.8925166,1532,15.4,199.8,-0.06,0.12,-0.03,1.25,14.54,-1.55,0,2061.5,4.04
11.76,0,0,0.04,2.5,39.735315,-103.8925166,1532,15.4,199.8,0,0.02,0.02,1.25,14.56,-1.53,0,2061.5,4.04
11.85,0,0,0.04,2.5,39.735315,-103.8925166,1532,15.4,199.8,0.08,0.02,0.08,1.33,14.58,-1.45,0,2061.5,4.04
11.88,0,0,0.04,2.5,39.735315,-103.8925166,1532,15.4,199.8,-0.01,0.01,-0.05,1.32,14.59,-1.5,1,2056.75,4.04
11.92,0,0,0.04,2.5,39.735315,-103.8925166,1532,15.4,199.8,0.13,0.09,0.03,1.45,14.68,-1.47,0,2056.75,4.04
11.98,0,0,0.04,2.5,39.735315,-103.8925166,1532,15.4,199.8,0.14,0.02,0,1.59,14.7,-1.47,0,2056.75,4.04
12.02,0,1,0.1,2.5,39.7353,-103.8925184,1532,15.7,198.1,0.1,0.09,-0.03,1.69,14.79,-1.5,0,2056.75,4.04
12.08,0,0,0.1,2.5,39.7353,-103.8925184,1532,15.7,198.1,0.08,0.03,0.01,1.77,14.82,-1.49,0,2056.75,4.04
12.1,0,1,0,2.5,39.735285,-103.8925184,1532,15.8,196.7,0.07,-0.04,0.02,1.84,14.78,-1.47,0,2056.75,4.04
12.14,0,0,0,2.5,39.735285,-103.8925184,1532,15.8,196.7,0.07,0.04,0.01,1.91,14.82,-1.46,1,2002.5,4.04
12.21,0,0,0,2.5,39.735285,-103.8925184,1532,15.8,196.7,0.07,0.02,-0.02,1.98,14.84,-1.48,0,2002.5,4.04
12.28,0,0,0,2.5,39.735285,-103.8925184,1532,15.8,196.7,0.07,-0.01,-0.02,2.05,14.83,-1.5,0,2002.5,4.04
12.29,0,1,0,2.5,39.7352716,-103.8925184,1532,15.9,194.9,0.07,-0.01,-0.02,2.12,14.82,-1.52,1,1967.75,4.04
12.32,0,0,0,2.5,39.7352716,-103.8925184,1532,15.9,194.9,-0.01,0.07,-0.06,2.11,14.89,-1.58,0,1967.75,4.04
12.36,0,0,0,2.5,39.7352716,-103.8925184,1532,15.9,194.9,0.05,0.03,0.02,2.16,14.92,-1.56,0,1967.75,4.04
12.43,0,0,0,2.5,39.7352716,-103.8925184,1532,15.9,194.9,0.01,0.02,-0.05,2.17,14.94,-1.61,0,1967.75,4.04
12.46,0,1,0,2.5,39.7352566,-103.8925184,1532,16.2,193.3,0.04,0.01,0.01,2.21,14.95,-1.6,0,1967.75,4.04
12.51,0,0,0,2.5,39.7352566,-103.8925184,1532,16.2,193.3,0.06,0.04,-0.01,2.27,14.99,-1.61,0,1967.75,4.04
12.55,0,0,0,2.5,39.7352566,-103.8925184,1532,16.2,193.3,0.09,0.02,-0.03,2.36,15.01,-1.64,0,1967.75,4.04
12.62,0,0,0,2.5,39.7352566,-103.8925184,1532,16.2,193.3,0.09,-0.02,-0.03,2.45,14.99,-1.67,1,1943,4.04
12.66,0,1,0,2.5,39.73524,-103.8925184,1532,16.3,192,0.07,0.02,-0.01,2.52,15.01,-1.68,0,1943,4.04
12.77,0,0,0,2.5,39.73524,-103.8925184,1532,16.3,192,0.08,0.03,0,2.6,15.04,-1.68,0,1943,4.04
12.79,0,0,0,2.5,39.73524,-103.8925184,1532,16.3,192,0.1,0.05,0,2.7,15.09,-1.68,0,1943,4.04
12.85,0,0,0,2.5,39.73524,-103.8925184,1532,16.3,192,0.05,-0.03,0.01,2.75,15.06,-1.67,0,1943,4.04
12.99,0,0,0,2.5,39.73524,-103.8925184,1532,16.3,192,0,0.03,-0.06,2.75,15.09,-1.73,1,1893.25,0
13.02,0,0,0,2.5,39.73524,-103.8925184,1532,16.3,192,-0.03,0.06,-0.08,2.72,15.15,-1.81,0,1893.25,0
13.03,0,1,0.17,2.5,39.7352267,-103.8925184,1532,16.3,190.7,0.05,0.04,-0.04,2.77,15.19,-1.85,0,1893.25,0
13.05,0,0,0.17,2.5,39.7352267,-103.8925184,1532,16.3,190.7,0.04,0.08,-0.03,2.81,15.27,-1.88,0,1893.25,0
13.08,0,0,0.17,2.5,39.7352267,-103.8925184,1532,16.3,190.7,0.11,0.07,0.03,2.92,15.34,-1.85,0,1893.25,0
13.11,0,1,0,2.5,39.7352133,-103.8925166,1532,16.3,189.4,0.08,0.05,0,3,15.39,-1.85,0,1893.25,0
13.15,0,0,0,2.5,39.7352133,-103.8925166,1532,16.3,189.4,0.03,0.02,-0.06,3.03,15.41,-1.91,1,1824.25,0
13.21,0,0,0,2.5,39.7352133,-103.8925166,1532,16.3,189.4,0.04,-0.01,0.01,3.07,15.4,-1.9,0,1824.25,0
13.28,0,0,0,2.5,39.7352133,-103.8925166,1532,16.3,189.4,0.11,0.04,0.02,3.18,15.44,-1.88,1,1803.5,0
13.32,0,1,0,2.5,39.7351983,-103.8925184,1532,16.5,188.9,0.12,0.06,0.06,3.3,15.5,-1.82,0,1803.5,0
13.36,0,0,0,2.5,39.7351983,-103.8925184,1532,16.5,188.9,0.11,0.09,0.05,3.41,15.59,-1.77,0,1803.5,0
13.42,0,0,0,2.5,39.7351983,-103.8925184,1532,16.5,188.9,0.07,0.09,-0.06,3.48,15.68,-1.83,0,1803.5,0
13.46,0,0,0,2.5,39.7351983,-103.8925184,1532,16.5,188.9,0.08,0.02,0,3.56,15.7,-1.83,1,1771.75,0
13.48,0,1,0,2.5,39.7351866,-103.8925184,1532,16.5,188.2,0.07,0.03,-0.08,3.63,15.73,-1.91,0,1771.75,0
13.53,0,0,0,2.5,39.7351866,-103.8925184,1532,16.5,188.2,0.09,0.02,-0.01,3.72,15.75,-1.92,0,1771.75,0
13.58,0,0,0,2.5,39.7351866,-103.8925184,1532,16.5,188.2,0.05,0.01,0,3.77,15.76,-1.92,0,1771.75,0
13.65,0,0,0,2.5,39.7351866,-103.8925184,1532,16.5,188.2,0.07,0.04,0.03,3.84,15.8,-1.89,1,1743.25,0
13.69,0,1,0,2.5,39.7351734,-103.89252,1532,16.5,187.8,0.05,0.06,0,3.89,15.86,-1.89,0,1743.25,0
13.75,0,0,0,2.5,39.7351734,-103.89252,1532,16.5,187.8,0.12,0,0.05,4.01,15.86,-1.84,0,1743.25,0
13.85,0,0,0,2.5,39.7351734,-103.89252,1532,16.5,187.8,0.11,0.03,-0.01,4.12,15.89,-1.85,0,1743.25,0
13.88,0,0,0,2.5,39.7351734,-103.89252,1532,16.5,187.8,0.1,0.02,-0.04,4.22,15.91,-1.89,0,1743.25,0
13.92,0,0,0,2.5,39.7351734,-103.89252,1532,16.5,187.8,0.15,0.05,0.04,4.37,15.96,-1.85,1,1697.5,0
13.97,0,0,0,2.5,39.7351734,-103.89252,1532,16.5,187.8,0.07,0.04,-0.03,4.44,16,-1.88,0,1697.5,0
14,0,1,0.11,2.5,39.73516,-103.89252,1532,16.5,187.3,0.17,0,0.01,4.61,16,-1.87,0,1697.5,0
14.11,0,1,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.16,0.01,0.01,4.77,16.01,-1.86,0,1697.5,0
15.5,0,1,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.05,0.05,-0.05,4.82,16.06,-1.91,1,1647,29.29
15.53,0,0,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.11,0,-0.11,4.93,16.06,-2.02,0,1647,29.29
15.56,0,0,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.17,0.06,0.04,5.1,16.12,-1.98,0,1647,29.29
15.59,0,0,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.14,-0.01,0.02,5.24,16.11,-1.96,0,1647,29.29
15.62,0,0,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.13,0.02,0,5.37,16.13,-1.96,0,1647,29.29
15.65,0,0,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.16,0.03,0.03,5.53,16.16,-1.93,0,1647,29.29
15.67,0,0,0,2.5,39.7351466,-103.89252,1532,16.5,186.8,0.18,0.02,-0.02,5.71,16.18,-1.95,0,1647,29.29
15.69,0,1,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.16,0,0.05,5.87,16.18,-1.9,0,1647,29.29
15.73,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.13,0.05,-0.01,6,16.23,-1.91,1,2520.75,0
15.76,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.16,0.01,-0.03,6.16,16.24,-1.94,0,2520.75,0
15.8,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.15,-0.01,-0.01,6.31,16.23,-1.95,0,2520.75,0
15.84,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.14,0.05,-0.01,6.45,16.28,-1.96,0,2520.75,0
15.92,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.14,0.04,0,6.59,16.32,-1.96,1,1774.5,0
15.95,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.13,0.06,-0.01,6.72,16.38,-1.97,0,1774.5,0
15.99,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.21,0.04,-0.01,6.93,16.42,-1.98,0,1774.5,0
16.03,0,0,0,2.5,39.7350583,-103.892515,1531,14.8,182.4,0.13,0.04,0.01,7.06,16.46,-1.97,0,1774.5,0
16.05,0,1,0.15,2.5,39.7350484,-103.8925117,1531,14.5,181.3,0.13,0.11,0.03,7.19,16.57,-1.94,0,1774.5,0
16.09,0,0,0.15,2.5,39.7350484,-103.8925117,1531,14.5,181.3,0.13,0.04,-0.01,7.32,16.61,-1.95,0,1774.5,0
16.12,0,0,0.15,2.5,39.7350484,-103.8925117,1531,14.5,181.3,0.14,0,0.01,7.46,16.61,-1.94,0,1774.5,0
16.13,0,0,0.15,2.5,39.7350484,-103.8925117,1531,14.5,181.3,0.13,0.01,0,7.59,16.62,-1.94,1,1570.5,0
16.15,0,1,0,2.5,39.73504,-103.89251,1531,14.3,180.7,0.05,0.01,0.02,7.64,16.63,-1.92,0,1570.5,0
16.18,0,0,0,2.5,39.73504,-103.89251,1531,14.3,180.7,0.14,0,-0.02,7.78,16.63,-1.94,0,1570.5,0
16.22,0,0,0,2.5,39.73504,-103.89251,1531,14.3,180.7,0.08,0,-0.02,7.86,16.63,-1.96,0,1570.5,0
16.25,0,0,0,2.5,39.73504,-103.89251,1531,14.3,180.7,0.08,0.01,0.01,7.94,16.64,-1.95,0,1570.5,0
16.28,0,1,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.02,0.04,-0.03,7.96,16.68,-1.98,0,1570.5,0
16.3,0,0,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.07,0.02,0,8.03,16.7,-1.98,0,1570.5,0
16.33,0,0,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.06,0.06,-0.03,8.09,16.76,-2.01,0,1570.5,0
16.35,0,0,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.08,0.02,0,8.17,16.78,-2.01,1,1356.75,0
16.38,0,0,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.06,0.02,-0.01,8.23,16.8,-2.02,0,1356.75,0
16.42,0,0,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.1,0.05,0,8.33,16.85,-2.02,0,1356.75,0
16.43,0,0,0,2.5,39.73503,-103.8925083,1531,13.8,179.8,0.08,0,0.01,8.41,16.85,-2.01,0,1356.75,0
16.46,0,1,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.09,0.02,0.03,8.5,16.87,-1.98,0,1356.75,0
16.5,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.09,0.03,-0.01,8.59,16.9,-1.99,1,1232.25,0
16.53,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.09,-0.02,0,8.68,16.88,-1.99,0,1232.25,0
16.55,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.07,0,-0.01,8.75,16.88,-2,0,1232.25,0
16.56,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.12,0.04,-0.03,8.87,16.92,-2.03,0,1232.25,0
16.6,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.11,0.03,0.02,8.98,16.95,-2.01,0,1232.25,0
16.62,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.06,0.04,-0.05,9.04,16.99,-2.06,0,1232.25,0
16.65,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.08,-0.01,-0.03,9.12,16.98,-2.09,0,1232.25,0
16.66,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.1,0.03,0,9.22,17.01,-2.09,0,1232.25,0
16.69,0,0,0,2.5,39.735025,-103.8925067,1531,13.3,179.8,0.1,0.05,-0.01,9.32,17.06,-2.1,0,1232.25,0
16.7,0,1,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.07,0.01,0.02,9.39,17.07,-2.08,0,1232.25,0
16.73,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.09,0.02,0,9.48,17.09,-2.08,1,1099.5,0
16.75,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.09,0.02,0,9.57,17.11,-2.08,0,1099.5,0
16.78,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.09,-0.02,0.01,9.66,17.09,-2.07,0,1099.5,0
16.79,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.08,0.01,0,9.74,17.1,-2.07,0,1099.5,0
16.82,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.09,0.07,0,9.83,17.17,-2.07,0,1099.5,0
16.85,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.07,0.01,0.01,9.9,17.18,-2.06,0,1099.5,0
16.87,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.08,0.02,-0.01,9.98,17.2,-2.07,0,1099.5,0
16.95,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.09,0.03,-0.02,10.07,17.23,-2.09,0,1099.5,0
16.97,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.12,-0.02,0,10.19,17.21,-2.09,0,1099.5,0
16.99,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.15,0.05,-0.01,10.34,17.26,-2.1,1,928,0
17.02,0,0,0.05,2.5,39.7350183,-103.892505,1531,12.8,179.1,0.16,-0.02,-0.01,10.5,17.24,-2.11,0,928,0
17.05,0,1,0.15,2.5,39.7350117,-103.8925034,1531,12.3,178.2,0.17,0,0.01,10.67,17.24,-2.1,0,928,0
17.09,0,0,0.15,2.5,39.7350117,-103.8925034,1531,12.3,178.2,0.17,0.05,-0.01,10.84,17.29,-2.11,0,928,0
17.12,0,1,0,2.5,39.735005,-103.8925016,1531,12,177.8,0.17,0.02,0.05,11.01,17.31,-2.06,0,928,0
17.14,0,0,0,2.5,39.735005,-103.8925016,1531,12,177.8,0.21,0.01,0,11.22,17.32,-2.06,1,763.25,0
17.17,0,0,0,2.5,39.735005,-103.8925016,1531,12,177.8,0.21,-0.02,0,11.43,17.3,-2.06,0,763.25,0
17.19,0,0,0,2.5,39.735005,-103.8925016,1531,12,177.8,0.19,0.05,-0.03,11.62,17.35,-2.09,0,763.25,0
17.22,0,0,0,2.5,39.735005,-103.8925016,1531,12,177.8,0.17,-0.01,-0.02,11.79,17.34,-2.11,0,763.25,0
17.23,0,0,0,2.5,39.735005,-103.8925016,1531,12,177.8,0.19,0,-0.02,11.98,17.34,-2.13,0,763.25,0
17.29,0,1,0,2.5,39.7349983,-103.8925,1531,11.5,177.1,0.18,0.01,-0.01,12.16,17.35,-2.14,1,670,0
17.3,0,0,0,2.5,39.7349983,-103.8925,1531,11.5,177.1,0.19,0.05,-0.01,12.35,17.4,-2.15,0,670,0
17.32,0,0,0,2.5,39.7349983,-103.8925,1531,11.5,177.1,0.2,0.06,0.01,12.55,17.46,-2.14,0,670,0
17.36,0,0,0,2.5,39.7349983,-103.8925,1531,11.5,177.1,0.16,0.01,0,12.71,17.47,-2.14,0,670,0
